datetime,open,high,low,close,symbol
2025-06-17 16:01:00,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:01,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:02,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:03,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:04,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:05,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:06,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:07,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:08,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:09,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:10,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:11,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:12,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:13,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:14,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:15,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:16,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:17,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:18,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:19,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:20,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:21,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:22,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:23,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:24,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:25,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:26,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:27,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:28,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:29,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:30,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:31,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:32,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:33,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:34,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:35,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:36,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:37,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:38,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:39,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:40,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:41,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:42,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:43,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:44,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:45,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:46,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:47,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:48,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:49,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:50,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:51,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:52,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:53,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:54,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:55,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:56,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:57,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:58,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:01:59,116.8591,116.8591,116.8591,116.8591,EUR/RSD
2025-06-17 16:02:00,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:01,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:02,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:03,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:04,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:05,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:06,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:07,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:08,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:09,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:10,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:11,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:12,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:13,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:14,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:15,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:16,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:17,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:18,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:19,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:20,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:21,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:22,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:23,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:24,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:25,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:26,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:27,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:28,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:29,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:30,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:31,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:32,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:33,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:34,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:35,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:36,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:37,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:38,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:39,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:40,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:41,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:42,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:43,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:44,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:45,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:46,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:47,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:48,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:49,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:50,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:51,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:52,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:53,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:54,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:55,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:56,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:57,116.7195,116.7195,116.7195,116.7195,EUR/RSD
2025-06-17 16:02:58,116.7195,116.7195,116.7195,116.7195,EUR/RSD
