datetime,open,high,low,close,symbol
2025-06-19 00:03:00,7.18780,7.18780,7.18780,7.18780,USD/CNY
2025-06-19 00:04:00,7.18780,7.18780,7.18780,7.18780,USD/CNY
2025-06-19 00:05:00,7.18770,7.18770,7.18770,7.18770,USD/CNY
2025-06-19 00:07:00,7.18700,7.18700,7.18700,7.18700,USD/CNY
2025-06-19 00:10:00,7.18700,7.18700,7.18700,7.18700,USD/CNY
2025-06-19 00:16:00,7.18600,7.18600,7.18600,7.18600,USD/CNY
2025-06-19 00:20:00,7.18610,7.18610,7.18610,7.18610,USD/CNY
2025-06-19 00:21:00,7.18620,7.18620,7.18620,7.18620,USD/CNY
2025-06-19 00:22:00,7.18630,7.18630,7.18630,7.18630,USD/CNY
2025-06-19 00:23:00,7.18650,7.18650,7.18650,7.18650,USD/CNY
2025-06-19 00:26:00,7.18650,7.18650,7.18650,7.18650,USD/CNY
2025-06-19 00:30:00,7.18730,7.18730,7.18730,7.18730,USD/CNY
2025-06-19 00:31:00,7.18680,7.18680,7.18680,7.18680,USD/CNY
2025-06-19 00:39:00,7.18650,7.18650,7.18650,7.18650,USD/CNY
2025-06-19 00:43:00,7.18660,7.18660,7.18660,7.18660,USD/CNY
2025-06-19 00:52:00,7.18660,7.18660,7.18660,7.18660,USD/CNY
2025-06-19 00:57:00,7.18700,7.18700,7.18700,7.18700,USD/CNY
2025-06-19 01:03:00,7.18700,7.18700,7.18700,7.18700,USD/CNY
2025-06-19 01:28:00,7.1875,7.1875,7.1875,7.1875,USD/CNY
2025-06-19 01:33:00,7.1875,7.1875,7.1875,7.1875,USD/CNY
2025-06-19 01:36:00,7.18830,7.18830,7.18830,7.18830,USD/CNY
2025-06-19 02:12:00,7.18880,7.18880,7.18880,7.18880,USD/CNY
2025-06-19 02:18:00,7.18830,7.18830,7.18830,7.18830,USD/CNY
2025-06-19 02:24:00,7.18830,7.18830,7.18830,7.18830,USD/CNY
2025-06-19 02:34:00,7.18830,7.18830,7.18830,7.18830,USD/CNY
2025-06-19 02:35:00,7.18830,7.18830,7.18830,7.18830,USD/CNY
2025-06-19 03:51:00,7.18830,7.18830,7.18830,7.18830,USD/CNY
2025-06-19 03:58:00,7.18830,7.18830,7.18830,7.18830,USD/CNY
2025-06-19 04:02:00,7.18830,7.18830,7.18830,7.18830,USD/CNY
2025-06-19 05:01:00,7.18830,7.18830,7.18830,7.18830,USD/CNY
2025-06-19 07:34:00,7.18830,7.18830,7.18830,7.18830,USD/CNY
2025-06-19 07:42:00,7.18830,7.18830,7.18830,7.18830,USD/CNY
2025-06-19 07:47:00,7.18830,7.18830,7.18830,7.18830,USD/CNY
2025-06-19 08:29:00,7.18830,7.18830,7.18830,7.18830,USD/CNY
2025-06-19 09:00:00,7.18830,7.18830,7.18830,7.18830,USD/CNY
2025-06-19 09:10:00,7.18830,7.18830,7.18830,7.18830,USD/CNY
2025-06-19 11:31:00,7.19150,7.19150,7.19150,7.19150,USD/CNY
2025-06-19 11:33:00,7.19030,7.19030,7.19030,7.19030,USD/CNY
2025-06-19 11:34:00,7.18900,7.18900,7.18900,7.18900,USD/CNY
2025-06-19 11:35:00,7.18900,7.18900,7.18900,7.18900,USD/CNY
2025-06-19 11:36:00,7.18940,7.18940,7.18940,7.18940,USD/CNY
2025-06-19 11:37:00,7.18900,7.18900,7.18900,7.18900,USD/CNY
2025-06-19 11:38:00,7.18850,7.18850,7.18850,7.18850,USD/CNY
2025-06-19 11:39:00,7.18870,7.18870,7.18870,7.18870,USD/CNY
2025-06-19 11:40:00,7.18860,7.18860,7.18860,7.18860,USD/CNY
2025-06-19 11:42:00,7.18930,7.18930,7.18930,7.18930,USD/CNY
2025-06-19 11:43:00,7.18960,7.18960,7.18960,7.18960,USD/CNY
2025-06-19 11:44:00,7.18980,7.18980,7.18980,7.18980,USD/CNY
2025-06-19 11:45:00,7.19020,7.19020,7.19020,7.19020,USD/CNY
2025-06-19 11:46:00,7.19060,7.19060,7.19060,7.19060,USD/CNY
2025-06-19 11:47:00,7.19010,7.19010,7.19010,7.19010,USD/CNY
2025-06-19 11:48:00,7.19010,7.19010,7.19010,7.19010,USD/CNY
2025-06-19 11:49:00,7.18960,7.18960,7.18960,7.18960,USD/CNY
2025-06-19 11:50:00,7.18950,7.18950,7.18950,7.18950,USD/CNY
2025-06-19 11:51:00,7.18910,7.18910,7.18910,7.18910,USD/CNY
2025-06-19 11:52:00,7.18950,7.18950,7.18950,7.18950,USD/CNY
2025-06-19 11:53:00,7.18970,7.18970,7.18970,7.18970,USD/CNY
2025-06-19 11:55:00,7.18980,7.18980,7.18980,7.18980,USD/CNY
2025-06-19 11:56:00,7.19000,7.19000,7.19000,7.19000,USD/CNY
2025-06-19 11:57:00,7.19070,7.19070,7.19070,7.19070,USD/CNY
2025-06-19 11:58:00,7.19100,7.19100,7.19100,7.19100,USD/CNY
2025-06-19 11:59:00,7.19070,7.19070,7.19070,7.19070,USD/CNY
2025-06-19 12:00:00,7.19060,7.19060,7.19060,7.19060,USD/CNY
2025-06-19 12:01:00,7.19050,7.19050,7.19050,7.19050,USD/CNY
2025-06-19 12:03:00,7.19050,7.19050,7.19050,7.19050,USD/CNY
2025-06-19 12:04:00,7.19020,7.19020,7.19020,7.19020,USD/CNY
2025-06-19 12:05:00,7.19020,7.19020,7.19020,7.19020,USD/CNY
